label,review
1,非常的好！我和我老婆对这家客栈赞不绝口。基本上可以达到四星级的房屋设施标准。自带的庭院非常美丽。酒店的服务员和老板人都很好。早饭非常好吃，牛奶，馒头，鸡蛋，和肉酱面。真的让人有家的感觉。下次我一定还要住在那里。
1,评分(最高分为100):性价比:82分入住/退房过程:80分服务:80分房间设计及家具:80分宽带速度/便利:80分(免费)床及床上用品:78分洗手间:80分早餐:80分健身设施:没试地理位置:75分虽说华悦的地理位置不是最好，但南昌市中心区不大，打车去八一广场和几个景点都不远。订的豪华客房是438元人民币（含单早）。房间不大（不到三十平米），但装修和家具都蛮新的。有一点令住客比较烦的是，酒店提供的纸袋很容易破！：（在www点chuchairen点com有更多关于酒店和航空公司的点评。
1,感觉还不错，虽然不算新也不算豪华。地下一层的桑那按摩（当然应该是独立经营的）骗钱，故意不说要加房间钱。
0,房间设备不是很好，不过走的路线不一样，设备不好是正常的。干净，让人觉得安心才是目标，如家做得不错。只是有一点，房间虽然整理得很干净，但是天气热了，可能要彻底消毒一下，第一天入住的时候在房间看到小强了。火车站出来大概走5分钟就到，交通不错，打车或者到火车站搭车到岳阳楼，君山也挺方便。附近用餐的地方也多，很好。特别一提的是服务员的态度很好，问了几次问题，都很热诚的帮我解答。如果下次还有机会去岳阳玩，估计还是会入住，希望不会再跟小强见面了。
0,"房间很简陋,应该是招待所的标准.钥匙开的门、没有热水壶、找房间需要绕过好几条小弄堂，已经晕头转向了，还没找到房间。过道很小,很吵.基本没什么隔音设施，里面有人洗澡，过道上可以听的一清二楚。厕所还干净、空调独力的，制热还不错。这个价格和这质量不知道怎么去评。"
0,"很久了,想起基本上还是产生不了"
1,环境不错，价格合理。房间没有太平洋酒店大，设施较旧。
0,10月2日入住单人间。因为是自驾，手边没有延吉地图，就打电话到酒店总台问路，晕的是酒店前台小姐居然说不知道，连周边有什么标志性建筑也说不出，让自己找个出租车带路，没办法自己找吧。而后来证实当地司机只知世纪酒店，也不认识黄金星（该酒店由世纪酒店改名而来）。其实老远就能看见屋顶世纪酒店的大字，早知道就不用乱转圈了。酒店和办公混为一体，没有门僮。可能是通过携程定的关系，感觉给的是最差的房间。我订单上注明要高楼层的房间，但给的仍是最低的十楼（10楼以下是办公楼）房间，两个字：大，脏。房间是我住过的最大的，地毯极脏，还有瓜子壳，卫生间没有浴缸和冲淋房，水直接流地上，一洗澡满地水。房间电话的快捷键没有一个是拨的通的，找不到服务员，也没找到电话簿，奔波了一天，懒得再下楼跟他们理论，所以作罢。唯一欣慰的是床尚算干净，凑合了一晚。很奇怪这样的酒店居然能称为四星，不知哪家机构给评的。
1,多年入住此酒店，主要是服务和地理位置好。但房间和设施太陈旧了，应该要重装修才行，否则性价比不高
1,这是我每年都去重庆必住的地方，超级喜欢它的四厅的咖啡厅，室外部份与公园相接，很舒服！而且工作人员的态度很好，服务很不错，感觉比希尔顿好很多！而且它的装修维护的很好，让我三年多来一直倍感亲切
1,"该酒店作为四星级算是中规中矩,服务态度和设施还说的过去.大堂的西式小点心不错,物美价廉.不满意的地方:一.居然没有停车场,只能停路边还要收费,感觉很不贴心,自驾的朋友要有心理准备.二.九江好象没有五星级酒店,第一感觉该酒店是四星的应该会比较醒目吧,如果有人这么想就完全错了,我们自驾车两次经过门口竟然没看到,不论是楼还是大堂实在是太不入流了."
0,"这个酒店整体素质非常差,房间里面有很浓的油烟味道."
0,我通过携程预定住的是400元一天的单人间大床房。性价比很差银川有香渔和柏悦好像看起来都不错为什么携程没有？？1：酒店设施过于陈旧。地毯也很脏一点都配不上四星和它的价钱。2：卫生间淋浴下水很慢洗慢了要被淹，我住的是2702房。房间中央空调关闭后轴流风机还有声音是不是有阀门内漏造成。我都知道那专业的维修工怎么不知道呢？哈哈3：卫生间抽水马桶按下去就弹不上来了还要自己修。给酒店说过只是修好一次下次用同样地问题！！！！！！无语！！！！！4：除了维修工服务人员还比较满意。IT部的MM很好，我的“小黑”有系统问题造成黑屏她一针见血帮我找出问题提供修复方案，提出表扬。还有西餐厅的GG帮我定去灵武的出租车很好再次提出表扬！
1,地点和位置很好，晚上比较安静，设施较全。对于一般的自助游来说比较合适。
1,"我已经是三年第三次通过携程预订这间酒店了,这次有些失望,酒店的服务态度还是很好,无可挑剔,可是现在的酒店设施开始陈旧,房间/卫生间,床等已经掩盖不了陈旧的痕迹,还有难闻的臭味,据说现在老板的注意力已经转移到发展华蓥山酒店了,但是,我觉得不管如何,你们的品牌还是要注意保持.还要就是餐厅,大堂播放的背景音乐,还是80年代的电子琴流行音乐,实在没有品位档次.总之,这次我对服务满意/对酒店设施不满意."
0,酒店服务意识很差，餐厅不能签单，说是怕消费的高于预授权。服务生明显没有经过培训。
0,"用一个子评价就是""差"",两个字就是""差差"",用三个字评价就是""差差差"",除了地点好,其它的,房间老旧也就罢了,那个脏!地板乌黑,床单没人换,味道那个难闻,上面还有____,简直恶心得没法儿说,服务员态度奇差,一问三不知!而且都将外地话,让人听不懂!房间冷,设施缺胳膊短腿开水壶没插座,总之,不推荐住宿!繁华地段有这样的酒店真对不起首都!携程网有这样的会员单位,对不起我们这样的铁杆儿会员!"
1,酒店的位置一般，双塔中的一个竟然和写字楼共用一部电梯。环境服务都是高水准，早餐不错。
1,第一次用携程订这个酒店，还给了一点代价券，可以抵现金的，冲掉几十房费后，价格在4星级酒店里面来说是相当可以的了，这次住的新楼，比较安静。
1,还不错，第一次来入住，总体印象好，交通也很便捷！
0,前台的197号服务员，是个大约四五十岁的中老年妇女，态度很差。入住登记的时候就一脸很不爽的样子，随时要跟我们吵架，句句都是在抱怨和指责，白眼一个接一个。我们忍了，但友情提醒以后来入住的旅客，对这里的服务期望值不用太高。另外，房间紧邻4环，噪音较大。
0,总之一句话，感觉比半年前住的时候糟糕很多，住的豪华商务单间，首先是酒店没收到携程的定单，在前台扯了半天，然后房间的墙壁有裂缝的，门锁是坏的（打到房务中心还没人管），床凳是脏的，去餐厅吃饭介绍的特色菜（如千张包）都是没有的，买单签个房帐要等20分钟的，唉怎么说的，真不知道怎么差别那么大！
0,作为商务经济连锁型酒店，总体还是过得去的，在这样繁华的区域，这个价钱也是过得去的。但是其他酒店在同样的价钱，提供更好的服务和设施，这就相形见拙了。总体让我觉得设施管理水平不高，这也导致整洁度不尽人意。房间本身设计就给人的感觉不清爽干净。浴室的设施也给人不卫生的感觉。是平庸的酒店。来到这样响的品牌的酒店，感觉失望。在同类型的酒店中，我按照水准的高低进行了这样的排序：锦江之星》宜家》...》莫泰。在宜家和莫泰之间还有省略号，就是说这里面可以有若干我不知道的，久悦不上台面。我只考虑锦江和宜家，这2品牌做到了品牌保证的效果。补充点评2007年8月7日：空调漏水！严重！跟自来水似的。好在是早上了，我立即把空调关了，然后用kettle接水，装了半壶水。
1,"很好的商务酒店,周围环境清幽,房间里面干净舒适,周围出入和吃饭都很方便,价格非常合理,是去重庆公干的必去的酒店."
0,"非常糟糕的服务态度,隔音非常差即使是在高层夜晚有火车声第二天搬到远洲国际"
1,"订的是房,房间大.乾净,有气味,通风不错,全.豪的有大床.的是向路的房,好不算太吵.服务:OK.插3次才能用,不得快的就是.打车:到那都很近,站,火站二十元.缺:有椅子被了一洞~早餐不的,希望那一天多可以吃多一...."
0,非常不满意的一个酒店!!!!但还是先说一点好的吧:接机还是不错的!其他无一是处!1、首日入住的鲜花和水果不知被谁贪污了，不见踪影！2、房间隔音效果极差，当夜一点钟，被隔壁做运动的声音吵醒，郁闷啊！3、当天18：03到了前台退房，非要加收我全天房费！！超垃圾！！！4、房间设施一般，床
0,"可能是因为订的是特惠大床房,空间相当小,厕所的空闲也很小,就在床边上.感觉真的是寸土寸金.酒店更像是公寓,隔音也不好,肯定一点就是还比较干净.宾馆反馈2008年7月21日：非常感谢您的评价，如果您需要更大的空间，下次入住时可以选择我们面积更大的豪华房或套房。隔音问题我们会立即检查并做改进。衷心希望您再次光临南浦瑞峰酒店。"
0,在当地算是比较好的酒店，所以每次去当地出差基本上都会住这家酒店。酒店服务一般，设施不是很理想，如果能够有针对性的进行改进会更好。
0,"从未住过的这么差的5星级酒店,一家人开车去玩,8月8日通过携程要了三间景观房,其中一间打开房门居然里面已住了客人,5星级酒店出现钥匙牌搞错这种情况真是闻所未闻.换房后晚上在酒店的""亭下""厅吃饭居然在汤圆里吃到了一大块塑料纸,找服务员后同意退了.回房后1221房的钥匙牌居然又打不开房门了(刚进去时可以打开),叫来服务员打开后,房间电话又是坏的,再叫来服务员维修,住进去短短的二个小时时间,碰到了4个倒霉的情况,本来在这特殊的日子里好好看奥运开幕式的心情已全无了,实在让人扫兴.第二天一早好好看了一下房间,发现床头灯罩上满是灰尘,很呕心,这种5星级酒店真是连3星都不如,真是太差太差了."
0,"简直太差了,劝大家千万别去上这个当！！！我住的是豪华标间5503和6603都住过，主要是为了能上网，奇了怪了，商务酒店上网还要10块钱/天，交了10块钱，那网速快得简直像拔号，太刺激了！房间里不是中央空调，挂了一个海尔的空调，一口凉气根本没作用，还不停的发出怪怪动静。洗手间是那种独立的淋浴房，可居然在两块玻璃中间没有一个隔的东西，一洗澡就水漫金山，整个卫生间地上到处是水（好像招待所都是这样的）。我发现手纸用完了，给客房中心找了N个电话让他们送，他们说很快就给送来，送了一晚上也没送来。他们好像从不给客人房卡外面的欢迎卡，只给一张IC卡，可能很多客人记不清自已的房间号，另外房间号排得也很弱智，有503房间，还有5503房间，导致我的房间每天都被别人用IC卡捅N次，不管你是早中晚还是你睡得迷迷糊糊。最可怕的是我离开前的那天晚上，有客人用IC卡捅我的门捅不开，就敲门，用脚踹。服务员在半夜三点钟的时候挨着门的开，居然打开了我的门，我大喝：干什么！才说了一句：对不起先生，打搅了！"
1,酒店的床比一般的香港酒店大，双人房的床都很大，枕头超多超舒服。酒店正好在金钟的正上方，逛街很方便，东西买了直接就丢回房间再出来超方便。最特别的是晚上逛街回房间又累又渴，桌子上放着泡好的香片茶，非常温馨！国内酒店的服务就缺乏这种细节，下次还要住这里。
0,"外表还算过得去，一出电梯就是一股浓重的发霉味；在房间时服务员不敲门不按门铃就进入我的房间，吓出一身冷汗；结账时居然不会刷卡，由于我的信用卡没有密码,居然连刷2次，刷了2倍房费；12点就没有热水，正月初8空调只能达到15度;这样的酒店早就应该降级！"
0,设施很陈旧，卫生间真的有够脏的，没有电梯
0,这是一个另人难忘的饭店，预定的时候我要三间房，当时告诉我标间、单人间和套间各只有一间了，我想肯定饭店不错，房间才这样紧张的。可事实太不可思议了，本地人告诉我饭店在市郊，很偏的，找了半天才找到，进入的时候里面没有生气，大堂就一位服务员，当时她也没问我预定的事，只是从抽屉取出一大碟卡，原来饭店除了我们仅有一个房间有人住，最可气的是三间房热水器都不好洗澡，换了房也不行。而且开始说烧会就好了，我等到三点也没洗成！被子也感觉不干净！还有结帐时索要发票说要加10%的税，后通过携程协调答应以后寄给我，现在已收到了！整个入住饭店就出现两个人，一个在前台，另一个早上在大厅打扫卫生！这样的饭店还是饭店吗？早饭要到好久的地方才有的。一个人是绝对不敢住的。
1,"在自贡这样的二级城市,标准算是相当高的酒店了,说是4星酒店勉强了点,但比很多3星的好.房间灯光太暗,所有灯开了都感觉昏昏沉沉的,不知道是为了省电还是什么,舍不得用大点瓦数的灯泡.我晚上9点到的,点了份炒饭和青椒肉丝,送餐速度挺快,只是花椒多了点."
1,"饭店地理位置是非常适合夏天度假的地方,硬件设施差于5星,服务达标,早餐自助餐比较简单,打的比较困难."
1,"酒店脚摩很有特色,住客还可以打8折,房间装修尚可,位置稍偏"
1,很不错的司星酒店，已经是为我们的贵宾客户第四次预订了，预定的行政豪华房，非常不错，只是房间略显小了些，但总体很好，服务业很好！值得推荐！
1,海景房能看到非常美丽的景色，尽管价钱贵，但是非常值得。
0,以前在这里住过感觉还不错，但是这次很差劲，以后不住在这里了。1、天黑以后到的宾馆，出了电梯以后，楼道黑黑的，都看不清楚；2、订的“豪华数码间”，但是进去以后没有找到网线，随后打电话问客房服务，被告知需要用猫，于是去找。等了大约1个半小时才拿来……第二天，又被服务员借去用了半个小时；3、结算时，楼层服务员硬说是我消费了两个“和其正”，磨了近十分钟才搞清楚，他们连自己房间配了几个都不知道！4、晚上用餐是在房间里面，因为前台押金用的现金，所以身上的现金不够支付餐费了。于是和服务员商量在房间押金里面扣，或者第二天早晨出去回来以后给支付，但是被拒绝，只好又专门出去取现，这个宾馆位置又不好，没有建行，打车来回又花去十元……总评：房间一般，服务很差，服务员业务素质很差！
1,入住的酒店设施有点老，电视机也不较小，跟500元的房价还是有点差距的，不过服务不错，当天还送了生日鲜花和水果。
0,第一次，也是最后一次，服务与星级不成正比，房间设施也非常一般！
0,非常差，下次肯定不会入住了，强烈建议各位不要住这个酒店！说是五星级的标准建的，连三星的标准都未到！假五星，未挂牌！问前台，说游泳池改造，所以还不能参与评星。估计是不敢！我入住的是1505房。1、房间设施非常旧，桌椅掉了不少漆；2、洗手间镜子周围锈迹斑斑；3、洗手间的花洒在冲凉时竟然掉下来了；4、空调调到低温时的噪音吵的睡不着；5、前台竟然只有一个男服务员，说下班了，只有他一人值班，服务很一般；5、前台结帐竟然收一块的保险费（携程网上并未注明，服务员也未提前说明）....唯一过的去的是，礼宾部的态度还可以。硬件差，软件再好也没用。第二天一早就转到隔挂四星的波斯特（POST）了。要不是飞机晚点半夜才到，我们当晚就转了。建议携程在这个酒店的前面不要打五星！
0,此酒店设施陈旧，谈不上是星级酒店，只能算是招待所级别。房间小，走路地板摇动，总之，在我此住印象一般。下次不会再考虑！
1,酒店房间内挺干净整洁，就是酒店没有隶属餐厅，吃饭不能签到房间的账单里。
1,地方还可以房间有点脏我住的是B212但还行就是卧室里没电视不爽其他还可以早餐没时间吃这个地段这个价格算可以
1,我是十一入住的，酒店已经进入淡季，整个酒店只有一个餐厅营业，而且一大半的菜都没有，二个小商店一个关门，一个连饮料也没有，只有矿泉水喝牛奶，很让人失望，不过房间的确不错，服务一般。
1,近日亲临，确实不错，较泉州的其他高星级酒店舒适
1,便宜，物有所值。早餐：相对比较单调。
1,"客人很满意,我们也推荐其他同事入住.性价比好.交通方便,离火车站就5分钟路程"
1,很不错的感觉，不过只住了一天。很有品位。
0,个人认为携程推荐此宾馆是不注重会员的基本利益。该酒店一半房间临大马路，晚上很吵，使人无法入睡。每次预定，该酒店总是声称无法保证安排安静和有宽带的房间，明显不重视携程的客人。本人已在该酒店经历了多次可怕的预订过程，携程的协调能力始终使客人深感失望，希望携程在赚钱的同时真正为会员的利益着想，不要推荐这样服务死板的酒店，本人今后决不入住该酒店。
1,这家如家地段不算太好，所以感觉性价比不是太好，下次不去了。
0,"给父母订的~回来说房间远不及盛华的,早餐也不行.唯一好的就是在风景区内了~"
1,"房间设置不错,感觉比较新.洗手间很宽敞明亮,美中不足是洗手间的地板,稍微沾上点水就容易滑倒.早餐不错,品种比较多.服务员,门童都很热情,总得来说比较满意."
0,这简直就是一个破酒店，就是看了前面几个哥们的评价再听说它离茶店子客运站近。上了大当。首先，宾馆很老很旧，而且应该是以前的办公楼改的，想想吧。连地毯都没的。其次，不能刷卡最后，明目张胆的开假发票----直接在脱印纸上写。最过分的是，靠，你都这样开发票了，你还不盖章，害大爷带回来报销时才发现。当然，这一切都是我自己选择的，我活该。这里只是给大家提个醒。
0,房间卫生极差，登记时，前台服务小姐爱理不理，还扬言她们是私营老板....怎样怎样.....洗完手发现鞋已经湿了，检查后发现，水池管是露的，上边放水，下边都流出来了，房间窗户无法打开通气，屋内极为干燥。前一天同事喝矿泉水，娃哈哈外塑料商标掉在地上了，两天过去了，打扫后的房间里，那张塑料皮仍然原封不动地放在门口处，不知道服务员是不是诚心的。一点都没看出来达到这个住宿的价格标准。要不是开会对方指定住这，打死都不来这。
1,"我订的是行政房,但酒店给我免费升级到公寓房,是他们新的房子,房间设施,装修都非常不错,而且可以延迟退房到3点呢,地理位置好,交通方便,餐饮附近也方便,如果下次去南京我还会住在这里的,我非常喜欢"
0,比起其它的汉庭这家的房间特别小，内部物品的摆放因而很勉强很别扭，住起来不太方便。但据服务人员说由于这家的地理位置好价格还比别家高了近100块钱。地理位置方面其实也没有觉得特别好，在陕西南路下地铁以后还要步行15分钟的样子，如果行李多这段距离其实真的不短！总体来说性价比不太让人满意。
0,"挺一般的酒店,酒店门口的马路挺吵的,性价比不高,不值得推荐"
0,出于我第一次住上像这样的所谓3星级酒店，我也来说两句。。。蓝天实在是太烂了，房间程度还是过的去，但是服务态度简直就是垃圾级的；宽带不好使，晚上直接就是不能用了，问了说是出故障；中午要了份意大利牛肉粉吃了差点没吐出来；白天忙着应酬、签完协议回来，晚上性骚扰的电话响了N次；说到气人的事了：早上退房，总服务台联系楼层，第一次楼层说我喝了矿泉水，我就直接告诉总服务台房间里面什么都没有，可能吗？接着楼层又说我喝了可乐？？？晕死了。。。第三次楼层又说我把卫生间的避孕套的盒子给拆了？？？？？？差点没我给气死了。。。我火了就问了到底是怎么回事，就你们这样还是3星级的酒店？？后来装了个样查了查说是7月5日的住客消费了。。。呵呵。。。足足等了20分钟才弄清楚。同时也让开车来送我去机场的朋友在那站了20分钟看着。。。真冒汗了。。。
0,我们总共住了3晚。我在预定前已清楚地注明希望高层房间，当天达到时才4点多，酒店就以房间已开完了为理由给我们安排了一个没有窗的一楼房间，当时是一位男前台办理的，而且完全不理会我的预定要求。我的家人由于是老人家，没有窗觉得非常憋气，而且蚊子多得像开飞机。过了半小时，我来到前台要求换房，另一位男前台二话没说就换了一间房，但还是在一楼，好在可以透气。但蚊子还是一抓一把，酒店解释：厦门这个季节就是以蚊子多著名的。接下来我打电话给携程要求协调，但也没有成功。我心想换一家酒店，但老人家又不想折腾，因此在第3天才换了一间二楼的房给我们。我觉得携程应该重视客户的预定需求，要求酒店满足，如不能满足要告知客人，否则去到酒店还要生一场闷气，什么旅游的兴致都没有了。
0,第一：预订时要求免费宽带上网，可最终是“免费不能上网”，饭店解释由于饭店宽带设施原因，只能提供IP地址等，其他没有办法...－－－晕倒！第二：早餐20元质量还不如外面的地摊。第三：前台的服务因该再加强，不要有什么问题就找经理，然后下一句是经理不在。好在只住了一天，下次不在去住
1,"不错的酒店,环境很好,服务态度也很好,下次有机会应该还是会入住的"
1,"虽然酒店的选址不是很好,但是如果去宝安出差,应该还是不错的选择,下次过来应该还会入住."
0,"差，太差了，希望不要推荐给携程用户。。。。。。。。。。。。免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved."
1,"交通不便,自己没车的话比较麻烦,而且周围吃饭的地方很少很少......"
1,携程定的不带早饭，所以不能评价吃的。总体来说装修不错，没有什么特别大的毛病。停车先收20快一天，最后到前台报销。空调非常足，都有点过热了。这个价位住到这样子的酒店，非常好了。感觉比较适合家庭出游。上网贵的就是不要上网了，比较黑。
1,酒店设施比较新，环境也不错，能看到很漂亮的海景。餐厅服务一般，我们下午1点半到酒店，餐厅就没有什么可吃得了，想点的菜，基本都没有。补充点评2007年8月9日：ATM机还是坏的，仍然不能取款，不方便！
1,环境不错，设施也相对齐全。菜肴也比较美味。价格也适中。不错！强烈推荐！
1,"在广安唯一的一家五星级的酒店,环境还不错,服务员急需培训,基本没有服务意识.早餐中应该多加点中餐的成分,住的时间少不便再做深层次的评价."
1,厦门海景千禧大酒店就是以前的海景假日皇冠大酒店，现在中方自己管理，虽然现在没星，但各方面都不错。
0,不建议大家住该酒店，我就是没有看网上点评，入住后很窝火。
1,酒店位置交通方便，走不远就有多路公交车；服务很好，我们提前入住，并没有多收费用；吃饭方便，楼下就是避风塘，酒店中餐厅的套餐也不错，味美实惠。购物也很便利，不远的延安路就有采芝斋的专卖店，而往中山酒店走的方向一条小巷子里有菜市场，可以买到蔬菜水果和油条早餐。宾馆反馈2008年8月11日：非常感谢您对我们酒店服务的肯定。酒店会不断的努力，提升酒店品质，提高服务质量。衷心期待您的再次光临！
1,地理位置极好，性价比很高。虽然房间稍旧，但也算三星强了，能抵上一些四星的宾馆了。
1,我这次住的超好，现在前面的几栋楼房间都是新装修的，超大的液晶电视机，可以用来上网，爽极了，物超所值，不过有涨价了，原来300，现在330了，不知道还会涨不？
0,总体上来说对这个宾馆不很满意。1.前台服务很差劲。据说是电脑系统问题，造成半个多小时都没有办成入住，而且总是爱搭不理；2.入住后，发现房间没有及时整理，催促了好几次；3.床单、枕套之类的白色都变成了黄色，据清洁人员说漂白过的才是白色；4.退房时候又等了好久5.入住时候预定的房型没有了，升级居然还要付钱。。。经据理力争才免费升级。这种情况在武定路的那家就没有发生。
1,房间很大，但是设施有点旧。最不可接受的健身房的设施被撤掉了，五星级宾馆没有健身房的理由竟然是使用的人少，但你是五星级宾馆啊，提供不了周全的服务算什么啊，不知道管理者怎么想的！！！
0,第一次入住也是最后一次入住！理由有4：1.携程网上自助早餐价格为20元，实际收取38元，酒店解释是网上价格没有更新。2.隔音效果极差，酒店5楼为KTV，我住在10楼，晚上能听得见唱歌声；3.厕所差，第一个房间因为厕所堵住换另一个房间，结果仍然是坏的，工程师修到近12点，才弄好，实在不敢想像这种酒店会出这种事情；4.服务态度差，给人一种冰冷的感觉。总之，这是我感觉最差的酒店！
1,"酒店还可以,地毯应该要换换了,电视台太少了，有两个频道老放无聊节目:)总的来说还可以住住.旅游的话可能档次差点,象我这样出差的,应该还不错了"
1,"一直到深圳都是住这个酒店,除了交通便利外,酒店也非常的整洁干净,390元的价位在深圳也只能住到这样子的酒店.如果说唯一一点不足的话,就是酒店房间走廊内经常没开空调,天热的时候走进去感觉非常闷热"
1,"周围环境很好,装修舒适,房间干净隔音不好,隔壁打呼噜就不要想睡觉了服务素质急待提高"
0,按照预定的时间去住宿，携程却说我的订单取消了，对携程的信誉产生明显的怀疑。不是一个值得信任的网站补充点评2008年1月24日：给携程的800打电话，得到的却是一些冠冕堂皇的敷衍的话。
0,很一般的酒店，紧临马路，虽然有双层窗，但还有些吵。平时价格应低于200元，节日价格380元属于过高。总体而言，很一般，包括服务。
1,大堂小了点，房间挺干净，价钱不错。现在前门有快速公交半小时可以到了，蛮方便。房间还有免费上网的，不过网速慢了点。
0,这是一家住宿房间设施极差的度假村，我提前在携程网订了一间5号楼的房间，但是，当我入住时前台因为没有房间，竟然说没有接到订单，然后给了6号楼，空调很响，隔音又差，隔壁房间的一举一动都听见，原计划住两天，吓得第二天赶快逃。离开后发现，其实附近的好的宾馆还是不少的。不过度假村的环境在当地还是可以。
0,位置尚可，离孔府孔庙很近，可以步行过去。环境太差，服务员素质很差，房间连衣架都没有。价格没有吸引力，比相距20米的国际青年旅舍差的太远，那里不仅价格便宜，而且卫生整洁，可以结认一些自助游的同行人，还可以自助洗衣。建议携程取消对该酒店的合作，影响携程的声誉。
1,"在福州算是最好的酒店了,当然价格也是最贵的.房间的各项设施都不错,虽然房间不算很大,但是装修简洁时尚,比较喜欢卫生间的装修.因为退房时比较匆忙,落下了一间衣服,退房时,服务人员及时提醒,觉得他们的服务还是比较周到的.里面的餐饮也不错,但是总体来说在福州是比较贵的.由于公司和酒店有协议价,下次还会选择入住,不过不会通过携程定了,因为价格没有竞"
1,"总体还可以,网线接口与桌面距离遥远且怪异,不知道当初设计时是怎么想的,要横夸半个房间;晚上暖气太好了,第一天晚上被热得睡不着,又不能象空调一样可调节;早餐没什么吃的,过于简单,顶多准三星的水平.不过在西宁据说算好的了"
0,1.酒店黑白色调，感觉阴森森。。建议喜欢该类影片的朋友居住2。床好像榻榻米，矮的一塌糊涂，建议日本的朋友居住3。洗澡的房间居然玻璃是透明的，建议有喜欢裸露的朋友居住4。房间的马桶居然是坏的，每冲一下都要打开陶瓷盖子修理一下，建议喜欢DIY的朋友居住。补充点评2008年3月12日：电视节目不更不用说了，所谓的5star标准，汗颜。。。没有地方吃饭，要走出去20分钟到九洲路，楼下的餐厅只适合狂载人家请客。。
1,环境很不错，房间也较大，干净、整洁、舒适，性价比较高。checkin虽然排队较长，但也较快。酒店自助餐厅营业时间到晚11时，而不是前台说的到晚12点。我们差点没吃上饭。
0,价格不低，档次不高，环境糟糕，大厅很小，房间一般，早餐难吃，感觉一般！
1,房间还是一如既往的宽敞明亮，很舒适，在广州市中心能有这样大面积的客房很少，唯一不足是前台CHECKIN慢！
1,具备4星级宾馆标准，但入住当日因故停电、停水，住了3天，热水停了1天半。环境很好，服务满意
1,"整体环境不错,交通也算方便,房间整体部局都还不错.早餐也很好,好象没有挂排,但是整体的环境应该达到了三星级标准."
0,"这家酒店非常差,大家不要给它的外表所欺骗,房间非常旧,而且房间烟味很重,我觉得连招待所也要比它好"
1,酒店门口时条单行道，外出有些不方便！其他还行
1,不错的酒店，早餐也可以，还有携程预定的话有礼品赠送，还有人问候，酒店新装潢的，都不错，还有马桶里面有玫瑰花瓣。。呵呵呵呵
1,房间很大，但是设施陈旧，还有就是预授金额不能取消，莫名就要被刷掉一分。最多四星级
1,酒店最近房价浮动太大了，从以前携程价格的RMB591到现在已经要RMB965了，太贵了！
1,早餐一般。其它还行。在富阳位置也算还行。
