label,review
0,10月2日入住单人间自驾手边没有延吉地图打电话酒店总台问路晕酒店前台小姐居然说不知道周边标志性建筑说不出找个出租车带路没办法找后来证实当地司机只知世纪酒店不认识黄金星该酒店世纪酒店改名其实老远看见屋顶世纪酒店大字早知道不用乱转圈酒店办公混为一体没有门僮可能携程定关系感觉最差房间订单上注明高楼层房间仍最低十楼10楼以下办公楼房间两个字大脏房间住最大地毯极脏瓜子壳卫生间没有浴缸冲淋房水直接流地上洗澡满地水房间电话快捷键没有拨通找不到服务员没找到电话簿奔波一天懒得再下楼理论作罢唯一欣慰床尚算干净凑合一晚很奇怪酒店居然称为四星不知哪家机构评
1,多年入住酒店主要服务地理位置好房间设施太陈旧应该要重装修才行性价比不高
1,每年都去重庆必住地方超级喜欢四厅咖啡厅室外部份公园相接很舒服工作人员态度很好服务很不错感觉希尔顿好很多装修维护很好三年多来倍感亲切
1,酒店四星级算是中规中矩服务态度设施还说过去大堂西式小点心不错物美价廉不满意地方居然没有停车场只能停路边还要收费感觉很不贴心自驾朋友心理准备二九江好象没有五星级酒店第一感觉酒店四星应该会比较醒目有人想完全错自驾车两次门口竟然没看到不论是楼大堂实在太不入流
0,酒店整体素质非常差房间里面很浓油烟味道
0,携程预定住400元一天单人间大床房性价比很差银川有香渔和柏悦好像看起来都不错携程没有1酒店设施过于陈旧地毯很脏一点都配不上四星价钱2卫生间淋浴下水很慢洗慢被淹住2702房房间中央空调关闭后轴流风机声音是不是有阀门内漏造成都知道专业维修工不知道3卫生间抽水马桶下去就弹不上来还要修给酒店说修好一次下次同样问题无语4维修工服务人员还比较满意IT部MM很好小黑系统问题造成黑屏一针见血帮找出问题提供修复方案提出表扬西餐厅GG帮我定去灵武出租车很好再次提出表扬
1,地点位置很好晚上比较安静设施较全自助游来说比较合适
1,已经三年第三次携程预订间酒店这次失望酒店服务态度很好无可挑剔现在酒店设施陈旧房间卫生间床已经掩盖不了陈旧痕迹难闻臭味据说现在老板注意力已经转移发展华蓥山酒店觉得品牌注意保持还要餐厅大堂播放背景音乐80年代电子琴流行音乐实在没有品位档次这次服务满意酒店设施不满意
0,酒店服务意识很差餐厅不能签单说怕消费高于预授权服务生明显没有经过培训
0,子评价差两个字差差三个字评价差差差地点好房间老旧脏地板乌黑床单没人换味道难闻上面简直恶心没法儿说服务员态度奇差一问三不知都外地话人听不懂房间冷设施缺胳膊短腿开水壶没插座不推荐住宿繁华地段酒店真对不起首都携程网会员单位对不起铁杆儿会员
1,酒店位置双塔中竟然写字楼共用一部电梯环境服务都高水准早餐不错
1,第一次携程订酒店还给一点代价券抵现金冲掉几十房费后价格4星级酒店里面来说相当这次住新楼比较安静
1,还不错第一次入住总体印象好交通很便捷
0,前台197号服务员大约四五十岁中老年妇女态度很差入住登记一脸很不爽样子随时吵架句句都抱怨指责白眼接忍友情提醒以后入住旅客服务期望值不用太高房间紧邻4环噪音较大
0,一句话感觉半年前住糟糕很多住豪华商务单间酒店没收携程定单前台扯半天房间墙壁裂缝门锁坏打到房务中心还没人管床凳脏去餐厅吃饭介绍特色菜千张包都没有买单签个房帐20分钟说真不知道差别大
0,商务经济连锁型酒店总体过得去繁华区域价钱过得去酒店同样价钱提供更好服务设施相形见拙总体觉得设施管理水平不高导致整洁度不尽人意房间本身设计人感觉不清爽干净浴室设施人不卫生感觉平庸酒店来到响品牌酒店感觉失望类型酒店中水准高低进行排序锦江之星宜家莫泰宜家莫泰之间省略号里面若干不知道久悦不上台面只考虑锦江宜家2品牌做到品牌保证效果补充点评2007年8月7日空调漏水严重自来水好早上立即空调关kettle接水装半壶水
1,很好商务酒店周围环境清幽房间里面干净舒适周围出入吃饭都很方便价格非常合理去重庆公干必去酒店
0,非常糟糕服务态度隔音非常差高层夜晚火车声第二天搬到远洲国际
1,订房房间大乾净气味通风不错全豪大床路房好不算太吵服务OK插3次才能不得快打车都很近站火站二十元缺有椅子一洞早餐不希望一天吃
0,非常不满意酒店先说一点好接机不错无一是处1首日入住鲜花水果不知贪污不见踪影2房间隔音效果极差当夜一点钟隔壁做运动声音吵醒郁闷3当天1803前台退房非加收全天房费超垃圾4房间设施床
0,可能是因为订特惠大床房空间相当小厕所空闲很小床边上感觉真的寸土寸金酒店更像是公寓隔音不好肯定一点还比较干净宾馆反馈2008年7月21日非常感谢您评价需要更大空间下次入住时选择面积更大豪华房套房隔音问题会立即检查做改进衷心希望再次光临南浦瑞峰酒店
0,当地算是比较好酒店每次去当地出差基本上都会住这家酒店酒店服务设施不是很理想能够针对性进行改进会更好
0,从未住差5星级酒店一家人开车去玩8月8日携程三间景观房一间打开房门居然里面已住客人5星级酒店出现钥匙牌搞错这种情况真是闻所未闻换房后晚上酒店亭下厅吃饭居然汤圆里吃一大块塑料纸找服务员后同意退回房后1221房钥匙牌居然打不开房门刚进去时打开服务员打开后房间电话坏再服务员维修住进去短短的二个小时时间碰到4倒霉情况本来特殊日子里好好看奥运开幕式心情已全无实在人扫兴第二天一早好好看一下房间发现床头灯罩上满灰尘很呕心这种5星级酒店真是3星都真是太差太差
0,简直太差劝大家千万别去上住豪华标间55036603都住主要上网奇怪商务酒店上网还要10块钱天交10块钱网速快得简直拔号太刺激房间里不是中央空调挂海尔空调一口凉气根本没作用还不停发出怪怪动静洗手间那种独立淋浴房居然两块玻璃中间没有隔东西洗澡水漫金山整个卫生间地上到处水好像招待所都发现手纸完客房中心找N电话送说很快送来送晚上没送来好像从不客人房卡外面欢迎卡只一张IC卡可能很多客人记不清自已房间号房间号排得很弱智503房间5503房间导致房间每天都别人IC卡捅N次早中晚睡迷迷糊糊最可怕离开前那天晚上客人IC卡捅门捅不开敲门用脚踹服务员半夜三点钟挨着门开居然打开门大喝干什么才说一句对不起先生打搅
1,酒店床香港酒店大双人房床都很大枕头超多超舒服酒店正好金钟正上方逛街很方便东西买直接丢回房间再出来超方便最特别晚上逛街回房间累渴桌子上放泡好香片茶非常温馨国内酒店服务缺乏这种细节下次还要住
0,外表还算过得去一出电梯一股浓重发霉味房间时服务员不敲门不门铃进入房间出一身冷汗结账时居然不会刷卡信用卡没有密码居然连刷2次刷2倍房费12点没有热水正月初8空调只能达到15度酒店早就应该降级
0,设施很陈旧卫生间真的有够脏没有电梯
0,这是另人难忘饭店预定我要三间房当时告诉标间单人间套间一间想肯定饭店不错房间才紧张事实太不可思议本地人告诉饭店市郊很偏找半天才找到进入里面没有生气大堂一位服务员当时没问预定事抽屉取出一大碟卡原来饭店仅房间有人住最可气三间房热水器都不好洗澡换房不行说烧会好等到三点没洗成被子感觉不干净结帐时索要发票说要加10税后携程协调答应以后寄给现在已收到整个入住饭店出现两个人前台早上大厅打扫卫生饭店饭店早饭好久地方才人绝对不敢住
1,自贡二级城市标准算是相当高酒店说4星酒店勉强点很多3星好房间灯光太暗所有灯开都感觉昏昏沉沉不知道省电舍不得用大点瓦数灯泡晚上9点到点份炒饭青椒肉丝送餐速度挺快花椒点
1,饭店地理位置非常适合夏天度假地方硬件设施差于5星服务达标早餐自助餐比较简单比较困难
1,酒店脚摩很特色住客还8折房间装修尚可位置稍偏
1,很不错司星酒店已经贵宾客户第四次预订预定行政豪华房非常不错房间略显小些总体很好服务业很好值得推荐
1,海景房看到非常美丽景色价钱贵非常值得
0,以前住感觉还不错这次很差劲以后不住1天黑以后宾馆出电梯以后楼道黑黑的都看不清楚2订豪华数码间进去以后没有找到网线随后打电话问客房服务告知需要猫去找大约1半小时才拿来……第二天服务员借去半个小时3结算时楼层服务员硬说是消费两个正磨近十分钟才搞清楚房间配几个都不知道4晚上用餐房间里面前台押金现金身上现金不够支付餐费服务员商量房间押金里面扣第二天早晨出去回来以后支付拒绝只好专门出去取现宾馆位置不好没有建行打车来回花去十元……总评房间服务很差服务员业务素质很差
1,入住酒店设施有点老电视机不小500元房价有点差距服务不错当天还送生日鲜花水果
0,第一次最后一次服务星级不成正比房间设施非常
0,非常差下次肯定不会入住强烈建议不要住酒店说五星级标准建三星标准都未假五星未挂牌问前台说游泳池改造还不能参与评星估计不敢入住1505房1房间设施非常旧桌椅掉不少漆2洗手间镜子周围锈迹斑斑3洗手间花洒冲凉时竟然掉下来4空调调低温时噪音吵睡不着5前台竟然男服务员说下班一人值班服务很5前台结帐竟然收一块保险费携程网上并未注明服务员未提前说明唯一去礼宾部态度还硬件差软件再好没用第二天早就转到隔挂四星波斯特POST飞机晚点半夜才当晚转建议携程酒店前面不要五星
0,酒店设施陈旧谈不上星级酒店只能算是招待所级别房间小走路地板摇动住印象下次不会再考虑
1,酒店房间内挺干净整洁酒店没有隶属餐厅吃饭不能签到房间账单里
1,地方还房间有点脏住B212还行卧室里没电视不爽还早餐没时间吃地段价格算
1,十一入住酒店已经进入淡季整个酒店餐厅营业一大半菜都没有二个小商店关门饮料没有矿泉水喝牛奶很人失望房间的确不错服务
1,近日亲临确实不错泉州高星级酒店舒适
1,便宜物有所值早餐相对比较单调
1,客人很满意推荐同事入住性价比好交通方便火车站5分钟路程
1,很不错感觉只住一天很品位
0,个人认为携程推荐宾馆不注重会员基本利益酒店一半房间大马路晚上很吵使人无法入睡每次预定酒店总是声称无法保证安排安静宽带房间明显不重视携程客人本人已酒店经历多次可怕预订过程携程协调能力始终使客人深感失望希望携程赚钱真正会员利益着想不要推荐服务死板酒店本人今后决不入住酒店
1,这家家地段不算太好感觉性价比不是太好下次不去
0,父母订回来说房间远不及盛华早餐不行唯一好风景区内
1,房间设置不错感觉比较新洗手间很宽敞明亮美中不足洗手间地板稍微沾上点水容易滑倒早餐不错品种比较服务员门童都很热情总得来说比较满意
0,简直破酒店看前面几个哥们评价再听说茶店子客运站近上大当宾馆很老很旧应该以前办公楼改想想地毯都没不能刷卡最后明目张胆开假发票直接脱印纸上写最过分都开发票还不盖章害大爷带回来报销时才发现当然一切都是选择活该大家提个醒
0,房间卫生极差登记时前台服务小姐爱理不理还扬言私营老板洗完手发现鞋已经湿检查后发现水池管是露上边放水下边都流出来房间窗户无法打开通气屋内极为干燥前一天同事喝矿泉水娃哈哈外塑料商标掉地上两天过去打扫后房间里张塑料皮仍然原封不动放在门口处不知道服务员是不是诚心一点都没看出来达到住宿价格标准开会对方指定住打死都不来
1,我订行政房酒店免费升级公寓房是新房子房间设施装修都非常不错延迟退房3点地理位置好交通方便餐饮附近方便下次去南京还会住非常喜欢
0,比起汉庭这家房间特别小内部物品摆放很勉强很别扭住起来不太方便但据服务人员说这家地理位置好价格还别家高近100块钱地理位置方面其实没有觉得特别好陕西南路下地铁以后还要步行15分钟样子行李段距离其实真的不短总体来说性价比不太人满意
0,挺酒店酒店门口马路挺吵性价比不高不值得推荐
0,出于第一次住上所谓3星级酒店来说两句蓝天实在太烂房间程度去服务态度简直垃圾级宽带不好使晚上直接不能问说出故障中午份意大利牛肉粉吃差点没吐出来白天忙应酬签完协议回来晚上性骚扰电话响N次说气人事早上退房总服务台联系楼层第一次楼层说喝矿泉水直接告诉总服务台房间里面都没有可能楼层说喝可乐晕死第三次楼层说卫生间避孕套盒子拆差点没气死火问到底怎么回事3星级酒店后来装样查查说7月5日住客消费呵呵足足20分钟才弄清楚开车送去机场朋友站20分钟看着真冒汗
0,总共住3晚预定前已清楚注明希望高层房间当天达到时才4点多酒店房间已开完理由安排没有窗一楼房间当时一位男前台办理完全不理会预定要求家人老人家没有窗觉得非常憋气蚊子多得开飞机半小时来到前台要求换房一位男前台二话没说换一间房一楼好透气蚊子一抓一把酒店解释厦门季节蚊子著名接下来打电话携程要求协调没有成功心想换一家酒店老人家不想折腾3天才换一间二楼房觉得携程应该重视客户预定需求要求酒店满足不能满足告知客人去酒店还要生一场闷气旅游兴致都没有
0,第一预订时要求免费宽带上网最终免费不能上网饭店解释饭店宽带设施原因只能提供IP地址没有办法晕倒早餐20元质量还外面地摊第三前台服务因该再加强不要问题找经理下一句经理不好只住一天下次不去住
1,不错酒店环境很好服务态度很好下次机会应该会入住
1,酒店选址不是很好去宝安出差应该不错选择下次过来应该还会入住
0,差太差希望不要推荐携程用户免费注册网站导航宾馆索引服务说明携程诚聘英才代理合作广告业务联系Copyright19992008ctripcomallrightsreserved
1,交通不便没车比较麻烦周围吃饭地方很少很少
1,携程定不带早饭不能评价吃总体来说装修不错没有特别大毛病停车先收20快一天最后前台报销空调非常足都有点过热价位住样子酒店非常好感觉比较适合家庭出游上网贵不要上网比较黑
1,酒店设施比较新环境不错看到很漂亮海景餐厅服务下午1点半到酒店餐厅没有吃得了想点菜基本都没有补充点评2007年8月9日ATM机坏仍然不能取款不方便
1,环境不错设施相对齐全菜肴比较美味价格适中不错强烈推荐
1,广安唯一一家五星级酒店环境还不错服务员急需培训基本没有服务意识早餐中应该加点中餐成分住时间少不便再做深层次评价
1,厦门海景千禧大酒店以前海景假日皇冠大酒店现在中方管理现在没星方面都不错
0,不建议大家住酒店没有看网上点评入住后很窝火
1,酒店位置交通方便走不远多路公交车服务很好提前入住没有收费吃饭方便楼下避风塘酒店中餐厅套餐不错味美实惠购物很便利不远延安路采芝斋专卖店而往中山酒店走方向一条小巷子里菜市场买蔬菜水果油条早餐宾馆反馈2008年8月11日非常感谢您酒店服务肯定酒店会不断努力提升酒店品质提高服务质量衷心期待再次光临
1,地理位置极好性价比很高房间稍旧算三星强抵上四星宾馆
1,这次住超好现在前面几栋楼房间都新装修超大液晶电视机用来上网爽物超所值涨价原来300现在330不知道还会涨不
0,总体上来说宾馆不很满意1前台服务很差劲据说电脑系统问题造成半个小时都没有办成入住总是爱搭不理2入住后发现房间没有及时整理催促好几次3床单枕套白色都变成黄色清洁人员说漂白才白色4退房好久5入住预定房型没有升级居然还要付钱据理力争才免费升级这种情况武定路那家没有发生
1,房间很大设施有点旧最不可接受健身房设施撤掉五星级宾馆没有健身房理由竟然使用人少五星级宾馆提供不了周全服务算不知道管理者想
0,第一次入住最后一次入住理由41携程网上自助早餐价格20元实际收取38元酒店解释网上价格没有更新2隔音效果极差酒店5楼为KTV住10楼晚上听得见唱歌声3厕所差第一个房间厕所堵住换房间仍然坏工程师修到近12点才弄好实在不敢想像这种酒店会出这种事情4服务态度差人一种冰冷感觉感觉最差酒店
1,酒店还地毯应该换换电视台太少两个频道老放无聊节目还住住旅游可能档次差点象出差应该还不错
1,深圳都住酒店交通便利外酒店非常整洁干净390元价位深圳只能住样子酒店如果说唯一一点不足酒店房间走廊内经常没开空调天热走进去感觉非常闷热
1,周围环境很好装修舒适房间干净隔音不好隔壁打呼噜不要想睡觉服务素质急待提高
0,预定时间去住宿携程却说订单取消携程信誉产生明显怀疑不是值得信任网站补充点评2008年1月24日携程800打电话得到却是冠冕堂皇敷衍
0,很酒店紧临马路双层窗还吵平时价格应低于200元节日价格380元属于过高总体而言很包括服务
1,大堂小点房间挺干净价钱不错现在前门快速公交半小时蛮方便房间免费上网网速慢点
0,这是一家住宿房间设施极差度假村提前携程网订一间5号楼房间入住时前台没有房间竟然说没有接到订单6号楼空调很响隔音差隔壁房间一举一动都听见原计划住两天第二天赶快逃离开后发现其实附近好宾馆不少度假村环境当地
0,位置尚可孔府孔庙很近步行过去环境太差服务员素质很差房间衣架都没有价格没有吸引力相距20米国际青年旅舍差太远价格便宜卫生整洁结认自助游同行人还自助洗衣建议携程取消酒店合作影响携程声誉
1,福州算是最好酒店当然价格最贵房间各项设施都不错房间不算很大装修简洁时尚比较喜欢卫生间装修退房时比较匆忙落下一间衣服退房时服务人员及时提醒觉得服务比较周到里面餐饮不错总体来说福州比较贵公司酒店协议价下次还会选择入住不会携程定价格没有竞
1,总体还网线接口桌面距离遥远怪异不知道当初设计时想横夸半个房间晚上暖气太好了第一天晚上热得睡不着不能象空调调节早餐没什么吃过于简单顶多准三星水平西宁据说算好
0,1酒店黑白色调感觉阴森森建议喜欢该类影片朋友居住2床好像榻榻米矮一塌糊涂建议日本朋友居住3洗澡房间居然玻璃透明建议喜欢裸露朋友居住4房间马桶居然坏每冲一下都打开陶瓷盖子修理一下建议喜欢DIY朋友居住补充点评2008年3月12日电视节目不更不用说所谓5star标准汗颜没有地方吃饭走出去20分钟九洲路楼下餐厅只适合狂载请客
1,环境很不错房间较大干净整洁舒适性价比高checkin排队较长快酒店自助餐厅营业时间晚11时而不是前台说晚12点差点没吃上饭
0,价格不低档次不高环境糟糕大厅很小房间早餐难吃感觉
1,房间一如既往宽敞明亮很舒适广州市中心大面积客房很少唯一不足前台CHECKIN慢
1,具备4星级宾馆标准入住当日因故停电停水住3天热水停1天半环境很好服务满意
1,整体环境不错交通算方便房间整体部局都还不错早餐很好好象没有挂排整体环境应该达到三星级标准
0,这家酒店非常差大家不要外表欺骗房间非常旧房间烟味很重觉得招待所好
1,酒店门口时条单行道外出不方便还行
1,不错酒店早餐携程预定礼品赠送人问候酒店新装潢都不错马桶里面玫瑰花瓣呵呵呵呵
1,房间很大设施陈旧预授金额不能取消莫名就要刷掉一分最四星级
1,酒店最近房价浮动太大以前携程价格RMB591现在已经RMB965太贵
1,早餐还行富阳位置算还行
1,酒店整体很好房很干净整齐员工很礼貌住客都显得很斯文有礼值得给予五星评级酒店太远离市区附近很荒凉主要走道西湖路两旁都小型工业材料店工具商店工厂政府机关学校下午六时后静悄悄显得很沧凉夜行时心里有点慌治安更不要说江畔一条主要走道更是缈无人影酒店却没有免费接送车的士不好找晚上饿起来只能光顾酒店中西餐的士旧城区去再晚一点只能捱饿酒店房间隔音不好房外楼上楼下住客开关门声音都很显早上时服务员执拾房间造成很大噪音弄两个晚上加两个早上都睡不好常惊醒一点建议离退当天刚好遇上大雨出门时天气良好没有带伞当时雨下大酒店偏远四周都没有的士找只能拉住保安员雨伞挡雨带走去数十米外巴士站车火车站淋得浑身湿透冷得抖震其实酒店厂家订购廉价短雨伞送给遇雨没伞住客成本不高只柄几元酒店住客心意却久不能忘当作广告赠品很化算……补充点评2008年1月29日酒店对面有个工地数栋高级豪宅屋苑可能会年中入伙可能会食肆小商店超市我会考虑屋苑入伙后再住…段时间住回旧城区算了
1,188大床房房间性价比非常高很不错住一天之后连续多住2天2楼大床房比8楼格调好很多下次会住2楼唯一交通不是很好打车方便17快到人民广场总得来说很好很满意前台服务员非常好服务好1宾馆反馈2008年5月29日谢谢您酒店肯定会竭诚提供更好服务期待下次光临
1,房间很新入住行政房窗外望出去玄武湖窗台上大理石颜色我家一种很温馨感觉唯一搞不懂卫生间橱房间衣橱同一个互通交通方便火车站上地铁鼓楼站下步行58分钟便可到总体感觉不错
1,呵呵毕竟当地最好酒店设施
1,香港马可最吸引人地方当然便利条件附近美心酒楼早茶很不错文化中心里头挺特色马服务一项细心体贴处办理退房手续后存包继续逛街当大包小包拎回到酒店取行李时服务员很会心地请行李房最深处一角宽大桌椅避免酒店大堂中开箱合并装袋尴尬举动从容行李整理好再整洁出门真是一项贴心之举
1,房间不错大堂不怎么样服务水平早餐还过得去
1,谢谢携程刚刚离开江西庐山回家日前单位工作繁重刚处理完几件要事庐山休闲写点东西拟定下一步公司发展战略受九江朋友推荐7月14日携程订电力宾馆贵宾楼晚上写纲要需要上网查东西免费电脑上网很方便庐山以前住几次硬件条件各有千秋宾馆软件服务饭店无法亲情化服务处处体现自驾车上庐山沿途很多导游去地方住知道会带去宾馆拿回扣加上已经预订宾馆电话联系电力宾馆宾馆说北山园门口接开车较慢路上堵车约定时间晚将近40分钟还等候一到宾馆到处都见服务员笑脸感觉家环境优美安静房间卫生干净尤其值得一提的是宾馆餐饮上乘日常大家想象宾馆饭菜截然不同7月15日晚上安排一桌饭宴请九江几个赶上来聚会朋友结账时发现价格适中庐山朋友说外面小餐馆饭菜还要卫生便宜300元一桌满满的鱼九江风味土菜朋友食欲犹浓干掉6瓶四特酒当然感受最深服务宾馆李副理自始至终中问寒问暖关心需求家感觉油然而生7月15日晚上酒喝太材料没写成好住家里没什么区别第二天又续住一晚原来认为电力部门老大思想服务不佳庐山疗养院感觉却是别有洞天
1,装修简洁实用电源插口少要配个接线器为好浴缸hot龙头请配图示第一次一定弄很久酒店lobby太大早餐历经磨难
1,清明小长假过去和晓起农家标间比较价格设施比较竞争力不远处锦江之星事先知道应该会选择锦江毕竟酒店陈旧感觉三星标准早餐尤其惨不忍睹
1,没住苏州五星感觉万丽不错至少环境比较好拉开窗帘入眼金鸡湖水周边很静噪音几乎零不象住市区那般吵闹周末价比较超值心爱人相拥而眠再去逛逛江南小桥流水惬意
1,非常不错酒店环境很不错房间稍微笑些很干净交通比较方便宾馆反馈2008年4月14日欢迎再次光临
1,还价格实惠宾馆反馈2008年4月17日谢谢欢迎再次入住其士大酒店
1,订两套房间入住时间不同最后拿到房间不同很奇怪今晚酒店房间老是当然都升级更高层次房间
1,不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错
1,这次入住宜兴宾馆性价比比较高房间很大房内布置比较温馨早餐品种太少服务员态度比较好
0,前台餐厅服务太差吃早餐不能签单房间霉味骚扰电话太房间太小周围全是装饰市场环境太乱哈尔滨朋友请注意机场市区出租车计价器全有问题显示价格都高50100元实际正常应该80元左右过路费20元问题反映很强烈没有人管注意砍价
0,很旧设施服务不好感觉不能大城市
0,房间非常小房间设施非常旧装修至今已经10年房间空气非常差一打开门一股非常大烟味霉味迎面扑服务还不错帮6楼换9楼房间空气依然非常差非常差非常差得不能接受
0,照片假家庭招待所垃圾到家旅馆住最垃圾地方
0,酒店大堂达不到四星房间达不到四星标准服务员没有礼貌
1,酒店温泉服务真的不错比起去过温泉好很多温泉里面毛巾饮料不断主动供应还会再去人还不知道服务有没有好酒店设施略为旧一点宾馆反馈2008年5月29日谢谢您褒奖温泉区服务酒店标杆客流高峰时期会部门调派人手进行增援尽量保证对客服务今年夏季酒店温泉区部分客房进行改造希望下次光临时给够带给更美的享受
0,住去感不是那回事很不很干旁海很大水往海注入水真想逃走
1,1地处市中心周围环境很好房间总体符合四星级标准卫生间条件房间电源插头太少没找到空着只好拔落地灯电源才能笔记本充电2床铺很舒服感觉床单应该及时更换洗得都太薄再没有本色儿3电梯一部地下停车场时间较长4早餐不提也罢总体来说如能改进下次还会来
1,服度很好前是後勤人均很情以待人事效率高包括登入住客房服等工作尚有不足容易忽床管老化建酒店方面定期修等到客反稍祝程旅行及庭酒店越越好
1,服务员礼貌价钱超值房间很大不错洗手间很大唯一隔音不是太好附近食店不很多地方坐的士1020元住豪华房
0,前几天江阴住158房间房间设施非常不合理小非常特别小这种地方158实在亏个人感觉很脏具体没看到感觉很脏建议找个别地方住158江阴这种地方找到比较好酒店
1,酒店处位置非常优势外应该没什么设施简单陈旧住一晚来说
1,酒店服务还不错宜宾已经很好携程价格一点都没有豪标B前台折价265携程263希望以后携程大大改进价格偏偏高问题才能吸引
1,512地震当天上午入住喜来登得当应急措施诚恳服务感动特别前厅部丁经理真正急客户所急提供帮助再次表示衷心感谢宾馆反馈2008年7月24日感谢您点评期待下次光临提供优质服务
1,第一次住这家酒店住C房携程推荐说这家酒店性价比高380元价格区域住酒店感觉很满意宽带免费市内电话不收费早餐还之前看网友点评说前台服务不尽人意这次感觉还基本做到主动热情周到个人觉得够当然习惯5星级服务肯定会失望预算住房间受服务感觉很值感谢携成推荐下次还会住这家
1,环境很不错酒店园林很大很安静很漂亮酒店服务生清理房间速度较慢微笑地主动向客人问好不够
0,周边环境不错酒店服务人员态度奇差房间比较小是住酒店中间服务最差
1,前台没有传说慢去还整体服务还不错当时3月份去房间有点冷洗澡直打哆嗦网速还
0,酒店设施相机下来附件不知发给你现在不记得住317319起先住房间没有宽带要求下才换住进该酒店以后发现进错农民家庭旅馆没多大差别电视机那种吊墙上想看电视床上长期扬着个头房间很小小得不能再小象小孩写字桌与床间隔估计顶多20cm只能坐在床上才能写字桌上工作地方墙壁已经掉漆有点象那种年久失修样子住进酒店一种英雄落难悲凉卫生间味道很重需要入住旅馆只能称之为旅馆照片发给去评说刘够生2008412
0,位置尚可距离海边位置预期差只能远远看大海没有停车场
0,房间里硬件设施还周围环境太吵早上不好打车主要前台服务非常不好Checkin时间很长办离店很费劲说房间里地毯新烧洞对天发誓火柴都没碰一下不会抽烟人感觉非常不舒服订房时价格时不含早餐结帐时却非说订早餐真是人感觉糟透了服务永远不会去第二次
0,同事都定一晚雾都宾馆8月1日下午6点入主8月2日外出11点回房已不能房卡开门服务员开门先要查看身份证件表示入主时已提交证件现在房卡不能进门宾馆服务问题查身份再开门大堂经理先狡辩说没有电池两个房间房卡没电可能性不大说奥运期间保卫需要说合法入主按时结帐没有违法行为再讲违法国家公安部门限制有效入住时间内自由出入希望携程满意答复宾馆态度服务很成问题
1,房间设施难以够得上五星级服务还不错送水果
