label,review
0,提早预定房间3间标房4夜到酒店看样子刚改造样子很多地方还留小旅馆舍不得仍掉破烂东西后来问说新加盟格林豪泰管理服务一起旅馆式前台时告知酒店没收定房通知2小时安排大床房先住房间一看房间小可怜行李没地方放问前台说没办法先挤晚上回酒店前台告知双床房调赶快全部调换没想到悲剧1新装修房间很小2卫生间门不能锁用淋浴头开关掉毛巾架不幸掉3隔壁房间说话声音听很清楚4门外有个抽水电机日夜突然音量音质保证整夜失眠神经衰弱找前台房间里面没有电话机说没办法先忍4餐厅吃饭14以上筷子长绿毛服务员一副见多不怪样子有幸看到伙计建议去住边上锦江之星这种地方千万不要进去
0,四星级酒店符合标准地方不提以下缺点1标间不提供免费瓶装水吧台内瓶装水8元一瓶2距离市区远根本无法打到车且不提供叫车服务3餐不知早餐巨差免费注册网站导航宾馆索引服务说明携程诚聘英才代理合作
1,定特价大床房很幸运去免费升级成豪华大床房位于四楼房间还算宽敞很干净喜欢洗手间玻璃屏风显得整个房间比较大不喜欢透明还放下卷帘床很好床旁边台灯漂亮唯一毛病淋浴房门无法合紧洗澡拽门防止水溅出好只住一晚这点小困难还克服总的来讲三百元住旅馆性价比已经非常好
0,缺点服务员太少忙能排大队用餐需要出酒店外面吃索性还不提供早餐房间狭小卫生纸供应不充足优点交通方便
1,房间很大很舒服地段价格包括免费网络很吸引人服务早餐不错算是对得起价格一点非常抹黑门卫部分X牌照小公司出租车100猫腻嫌疑去机场严重绕路此处暴光一下遭遇车牌号AX1619老外都看出绕真是上海丢脸一家四星级酒店着实不应该这类情况
0,从来没花500块住房间1轻轨不能睡懒觉2隔音不好楼上似乎舞厅很吵闹3床很硬很硬4房间很小最让人受不了5月上海天热发现没有冷气电话问服务答曰对不起中央空调现在还没接到通知开需要的话请服务员送个电风扇没接受建议一夜闷热非常不满意这家酒店
1,三星级酒店来说做已经很不错酒店环境不错很方便服务人员很努力特别很感动餐厅冰水每次服务员总是不厌其烦去做没有冰水开水加冰做前台服务生帮助出租车很耐心房间不错没有无烟房间房间里没有烟味5楼不足浴缸墙上发霉不巧健身房装修没机会利用
1,10月5日到万豪住晚上说真的绝对不能五星级酒店联系一起服务意识确实不错晚上以后好象酒店象是夜总会地方音乐响到凌晨2点多嘈死人以后再也不去住
1,客房设施很不错价格很适中令客人住很舒服服务态度令人满意电视收看方面还需进一步改进
0,服务基本上没有非常失望酒店服务周围优雅环境很不相称非常失望更不用谈性价比
1,上周六老公订婚住一晚总体来说很不错朋友觉得满意主要说下早餐早餐真的好好中西早餐几乎都全想吃都行环境不错服务相当好
1,房间别致特色环境一流木屋隔音很差补充点评2008年2月29日最好选2楼木屋隔音太差住2楼稍微动动一楼打电话说声音太吵
1,没有想到开封地方居然服务好宾馆酒店人员培训很到位服务经历五星级酒店差不多市委招待所班子缺点住房间设施有点陈旧交通很便利酒店步行5分钟最繁华开封小吃一条街
0,后悔看评价上面老兄要求够低1隔音太差2早餐太差3卫生间太小4房间装修太差经济性酒店
1,酒店工作人员有待培训都不知道酒店好容易找到告诉我过预订时间取消最后住房间有点旧东西挺全楼道有点味道三星标准来说还过得去位置不错周围餐馆很多银川老字号都步行10分钟之内
1,还行宾馆设施比较全服务比较好住房间看不到西湖５５５５５５５５
1,交通很方便服务态度不错隔音条件不太好
0,最大优势距火车站很近坐公交去龙门石窟关林庙景点十分方便宾馆设施太陈旧电视效果差
1,看网上点评以后才订这家宾馆看到点评上好不好这次亲身体验一下写一下感受宾馆总体感觉很好大厅温馨看到名字欢迎牌上很亲切房间很整洁住房间设施设备都全新没有上面驴友说设施很旧很送水果很精美上网需要设定IP地址网速还没有不方便卫生间里浴帘热水不错不知道这是宾馆改进驴友危言耸听宾馆车况的确很棒都进口车包宾馆车二日游别克车想一想车档次钱出一点不心疼还很开心这次敦煌玩真的不枉此行很开心很愉快建议敦煌朋友出差旅游都选择这家宾馆很不错下次还来敦煌会住这家宾馆宾馆反馈2008年8月1日非常感谢您对本宾馆点评肯定肯定宾馆会更加努力再下次光临宾馆时还会更变化
1,交通稍微不便出入都taxi自有汽外方面都ok很合理
0,今年五一期间入住酒店标间卫生房间有点异味酒店对面有个超市买东东赶早好像晚上8点多关门晚上路边小吃很多
1,房间很大交通方便早餐还下次去沈阳住补充点评2007年12月25日贵一点不是公司付账不会住
0,酒店居住环境真是人没有安全感一座楼里按摩厅饭店火锅店台球室人匪夷所思卫生间门居然透明不是情色酒店入住不是情侣朋友就算同性感觉怪怪的没有隐私酒店服务人员服务态度不怎么好房卡搞错开不了门还要亲自卡送到楼上大厅去换这家酒店各项远没有名字好下次不会再光顾
1,入住鸿鑫感觉非常好印象最深服务生非常热情尽职酒店位置不错出门走34分钟购物一条街两边都商场酒店房间环境不错住豪华标准间比较宽敞很干净整洁下次去乌还会住想携程提一点前台问一下豪华标准间打折后价钱260元天普通标准间价钱200元天携程定豪华普通标准间价钱都200天普通标准间通不携程预定都价钱有点说不过去希望携程再接再厉努力会员提供更大实惠
1,酒店服务确实不错地方都工作人员鞠躬问好看得出来发自内心酒店员工通道后院停车处四周墙壁上很多理念宣传标语感觉酒店精髓所在早餐很丰盛房间很干净很值得携程各位朋友推荐此家酒店
0,住大床间房子不算干净卫生间比较简陋早餐品种太少饭店上菜太慢卫生问题不停苍蝇转来转去下次不会再住
0,像是仓库改拖鞋不错卫生间还早餐很差
